IATA,ICAO,Airport name,Country,City
SMZ,SMST,Stoelmanseiland Airport,Suriname,Stoelmanseiland
SNA,KSNA,John Wayne Airport-Orange County Airport,United States of America,Santa Ana
SNB,YSNB,Snake Bay Airport,Australia,
SNC,SESA,General Ulpiano Paez Airport,Ecuador,Salinas
SNE,GVSN,Preguiça Airport,Cape Verde,Preguiça
SNF,SVSP,Sub Teniente Nestor Arias Airport,Venezuela,San Felipe
SNG,SLSI,Capitán Av. Juan Cochamanidis S. Airport,Bolivia,San Ignacio de Velasco
SNH,YSPE,Stanthorpe Airport,Australia,Stanthorpe
SNI,GLGE,Greenville Sinoe Airport,Liberia,Greenville
SNJ,MUSJ,San Julian Air Base,Cuba,Pinar Del Rio
SNK,KSNK,Winston Field,United States of America,Snyder
SNL,KSNL,Shawnee Regional Airport,United States of America,Shawnee
SNM,SLSM,San Ignacio de Moxos Airport,Bolivia,San Ignacio de Moxos
SNN,EINN,Shannon Airport,Ireland,Shannon
SNO,VTUI,Sakon Nakhon Airport,Thailand,Sakon Nakhon
SNP,PASN,St Paul Island Airport,United States of America,St Paul Island
SNQ,,San Quintín Military Airstrip,Mexico,Military Camp Number 2-D
SNR,LFRZ,Saint-Nazaire-Montoir Airport,France,Saint-Nazaire/Montoir
SNS,KSNS,Salinas Municipal Airport,United States of America,Salinas
SNT,,Las Cruces Airport,Colombia,Sabana De Torres
SNU,MUSC,Abel Santamaria Airport,Cuba,Santa Clara
SNV,SVSE,Santa Elena de Uairen Airport,Venezuela,Santa Elena de Uairén
SNW,VYTD,Thandwe Airport,Myanmar,Thandwe
SNX,OIIS,Semnan Municipal Airport,Iran,Semnan
SNY,KSNY,Sidney Municipal-Lloyd W Carr Field,United States of America,Sidney
SNZ,SBSC,Santa Cruz Air Force Base,Brazil,Rio de Janeiro
SOA,,Sóc Trăng Airport,Vietnam,Sóc Trăng
SOB,LHSM,Sármellék International Airport,Hungary,Sármellék
SOC,WARQ,Adi Sumarmo Wiryokusumo Airport,Indonesia,Sukarata(Solo)-Java Island
SOD,SDCO,Sorocaba Airport,Brazil,Sorocaba
SOE,FCOS,Souanke Airport,Republic of the Congo,Souanke
SOF,LBSF,Sofia Airport,Bulgaria,Sofia
SOG,ENSG,Sogndal Airport,Norway,Sogndal
SOH,,Solita Airport,Colombia,Solita
SOJ,ENSR,Sørkjosen Airport,Norway,Sørkjosen
SOK,FXSM,Semonkong Airport,Lesotho,Semonkong
SOL,,Solomon State Field,United States of America,Solomon
SOM,SVST,San Tomé Airport,Venezuela,El Tigre
SON,NVSS,Santo Pekoa International Airport,Vanuatu,Luganville
SOO,ESNY,Söderhamn Airport,Sweden,Söderhamn
SOP,KSOP,Moore County Airport,United States of America,Pinehurst/Southern Pines
SOQ,WAXX,Dominique Edward Osok Airport,Indonesia,Sorong-Papua Island
SOR,,Al Thaurah Airport,Syria,Al Thaurah
SOT,EFSO,Sodankyla Airport,Finland,Sodankyla
SOU,EGHI,Southampton Airport,United Kingdom,Southampton
SOV,PASO,Seldovia Airport,United States of America,Seldovia
SOW,KSOW,Show Low Regional Airport,United States of America,Show Low
SOX,SKSO,Alberto Lleras Camargo Airport,Colombia,Sogamoso
SOY,EGER,Stronsay Airport,United Kingdom,Stronsay
SOZ,LFKS,Solenzara (BA 126) Air Base,France,Solenzara
SPA,KSPA,Spartanburg Downtown Memorial Airport,United States of America,Spartanburg
SPC,GCLA,La Palma Airport,Spain,"Sta Cruz de la Palma, La Palma Island"
SPD,VGSD,Saidpur Airport,Bangladesh,Saidpur
SPE,WBKO,Sepulot Airport,Malaysia,Sepulot
SPF,KSPF,Black Hills Airport-Clyde Ice Field,United States of America,Spearfish
SPG,KSPG,Albert Whitted Airport,United States of America,St Petersburg
SPH,AYQO,Sopu Airport,Papua New Guinea,Sopu
SPI,KSPI,Abraham Lincoln Capital Airport,United States of America,Springfield
SPJ,LGSP,Sparti Airport,Greece,Sparti
SPM,ETAD,Spangdahlem Air Base,Germany,Trier
SPN,PGSN,Saipan International Airport,Northern Mariana Islands,Saipan Island
SPP,FNME,Menongue Airport,Angola,Menongue
SPR,,San Pedro Airport,Belize,San Pedro
SPS,KSPS,Sheppard Air Force Base-Wichita Falls Municipal Airport,United States of America,Wichita Falls
SPT,,Sipitang Airport,Malaysia,Sipitang
SPU,LDSP,Split Airport,Croatia,Split
SPV,AYSQ,Sepik Plains Airport,Papua New Guinea,Sepik Plains
SPW,KSPW,Spencer Municipal Airport,United States of America,Spencer
SPY,DISP,San Pedro Airport,Ivory Coast,San-Pédro
SPZ,KASG,Springdale Municipal Airport,United States of America,Springdale
SQA,KIZA,Santa Ynez Airport,United States of America,Santa Ynez
SQB,,Santa Ana Airport,Colombia,Piedras
SQC,YSCR,Southern Cross Airport,Australia,
SQD,,Shangrao Sanqingshan Airport,China,Shangrao
SQE,,San Luis De Palenque Airport,Colombia,San Luis De Palenque
SQF,,Solano Airport,Colombia,Solano
SQG,WIOS,Sintang(Susilo) Airport,Indonesia,Sintang-Borneo Island
SQH,VVNS,Na-San Airport,Vietnam,Son-La
SQI,KSQI,Whiteside County Airport-Joseph H Bittorf Field,United States of America,Sterling/Rockfalls
SQJ,,Shaxian Airport,China,Sanming
SQK,,Sidi Barrani Airport,Egypt,Sidi Barrani
SQL,KSQL,San Carlos Airport,United States of America,San Carlos
SQM,SWUA,São Miguel do Araguaia Airport,Brazil,São Miguel Do Araguaia
SQN,WAPN,Emalamo Sanana Airport,Indonesia,Sanana-Seram Island
SQO,ESUD,Storuman Airport,Sweden,Söderfors
SQQ,EYSA,Šiauliai International Airport,Lithuania,Šiauliai
SQR,WAWS,Soroako Airport,Indonesia,Soroako-Celebes Island
SQS,,Matthew Spain Airport,Belize,San Ignacio
SQT,,China Strait Airstrip,Papua New Guinea,Samarai Island
SQU,SPOA,Saposoa Airport,Peru,Plaza Saposoa
SQV,,Sequim Valley Airport,United States of America,Sequim
SQW,EKSV,Skive Airport,Denmark,Skive
SQX,SSOE,São Miguel do Oeste Airport,Brazil,São Miguel Do Oeste
SQY,SSRU,São Lourenço do Sul Airport,Brazil,São Lourenço Do Sul
SQZ,EGXP,RAF Scampton,United Kingdom,Scampton
SRA,SSZR,Santa Rosa Airport,Brazil,Santa Rosa
SRB,SLSR,Santa Rosa De Yacuma Airport,Bolivia,Santa Rosa
SRD,SLRA,San Ramón Airport,Bolivia,San Ramón / Mamoré
SRE,SLSU,Juana Azurduy De Padilla Airport,Bolivia,Sucre
SRG,WARS,Achmad Yani Airport,Indonesia,Semarang-Java Island
SRH,FTTA,Sarh Airport,Chad,Sarh
SRI,WALS,Temindung Airport,Indonesia,Samarinda
SRJ,SLSB,Capitán Av. German Quiroga G. Airport,Bolivia,San Borja
SRL,,Palo Verde Airport,Mexico,Santa Rosalia
SRM,,Sandringham Airport,Australia,Sandringham Station
SRN,YSRN,Strahan Airport,Australia,Queenstown
SRO,,Santana Ramos Airport,Colombia,Santana Ramos
SRP,ENSO,Stord Airport,Norway,Leirvik
SRQ,KSRQ,Sarasota Bradenton International Airport,United States of America,Sarasota/Bradenton
SRR,YDUN,Dunwich Airport,Australia,Stradbroke Island
SRS,SKSR,San Marcos Airport,Colombia,San Marcos
SRT,HUSO,Soroti Airport,Uganda,Soroti
SRV,,Stony River 2 Airport,United States of America,Stony River
SRW,KRUQ,Mid-Carolina Regional Airport,United States of America,Salisbury
SRX,HLGD,Gardabya Airport,Libya,Sirt
SRY,OINZ,Dasht-e Naz Airport,Iran,Sari
SRZ,SLET,El Trompillo Airport,Bolivia,Santa Cruz
SSA,SBSV,Deputado Luiz Eduardo Magalhães International Airport,Brazil,Salvador
SSC,KSSC,Shaw Air Force Base,United States of America,Sumter
SSD,SCSF,Víctor Lafón Airport,Chile,San Felipe
SSE,VASL,Solapur Airport,India,Solapur
SSF,KSSF,Stinson Municipal Airport,United States of America,San Antonio
SSG,FGSL,Malabo Airport,Equatorial Guinea,Malabo
SSH,HESH,Sharm El Sheikh International Airport,Egypt,Sharm el-Sheikh
SSI,KSSI,Malcolm McKinnon Airport,United States of America,Brunswick
SSJ,ENST,Sandnessjøen Airport (Stokka),Norway,Alstahaug
SSK,,Sturt Creek Airport,Australia,Sturt Creek
SSL,SKSL,Santa Rosalia Airport,Colombia,Santa Rosalia
SSN,RKSM,Seoul Air Base (K-16),South Korea,Simgok-dong
SSO,SNLO,São Lourenço Airport,Brazil,São Lourenço
SSP,YSVP,Silver Plains Airport,Australia,Silver Plains
SSQ,,La Sarre Airport,Canada,La Sarre
SSR,NVSH,Sara Airport,Vanuatu,Pentecost Island
SSS,,Siassi Airport,Papua New Guinea,Siassi
SST,SAZL,Santa Teresita Airport,Argentina,Santa Teresita
SSV,,Siasi Airport,Philippines,Siasi Island
SSW,,Stuart Island Airpark,United States of America,Stuart Island
SSX,,Singita Safari Lodge Airport,South Africa,Singita Safari Lodge
SSY,FNBC,Mbanza Congo Airport,Angola,Mbanza Congo
SSZ,SBST,Base Aérea de Santos Airport,Brazil,Guarujá
STA,EKVJ,Stauning Airport,Denmark,Skjern / Ringkøbing
STB,SVSZ,Santa Bárbara del Zulia Airport,Venezuela,San Carlos del Zulia
STC,KSTC,St Cloud Regional Airport,United States of America,St Cloud
STD,SVSO,Mayor Buenaventura Vivas International Airport,Venezuela,Santo Domingo
STE,KSTE,Stevens Point Municipal Airport,United States of America,Stevens Point
STG,PAPB,St George Airport,United States of America,St George
STH,YSMR,Strathmore Airport,Australia,
STI,MDST,Cibao International Airport,Dominican Republic,Santiago
STJ,KSTJ,Rosecrans Memorial Airport,United States of America,St Joseph
STK,KSTK,Sterling Municipal Airport,United States of America,Sterling
STL,KSTL,St Louis Lambert International Airport,United States of America,St Louis
STM,SBSN,Maestro Wilson Fonseca Airport,Brazil,Santarém
STN,EGSS,London Stansted Airport,United Kingdom,London
STP,KSTP,St Paul Downtown Holman Field,United States of America,St Paul
STQ,KOYM,St Marys Municipal Airport,United States of America,St Marys
STR,EDDS,Stuttgart Airport,Germany,Stuttgart
STS,KSTS,Charles M. Schulz Sonoma County Airport,United States of America,Santa Rosa
STT,TIST,Cyril E. King Airport,Virgin Islands,"Charlotte Amalie, Harry S. Truman Airport"
STU,,Santa Cruz Airport,Belize,Santa Cruz
STV,VASU,Surat Airport,India,Surat
STW,URMT,Stavropol Shpakovskoye Airport,Russia,Stavropol
STX,TISX,Henry E Rohlsen Airport,Virgin Islands,Christiansted
STY,SUSO,Nueva Hesperides International Airport,Uruguay,Salto
STZ,SWST,Santa Terezinha Airport,Brazil,Santa Terezinha
SUA,KSUA,Witham Field,United States of America,Stuart
SUB,WARR,Juanda International Airport,Indonesia,Surabaya
SUD,KSUD,Stroud Municipal Airport,United States of America,Stroud
SUE,KSUE,Door County Cherryland Airport,United States of America,Sturgeon Bay
SUF,LICA,Lamezia Terme Airport,Italy,Lamezia Terme (CZ)
SUG,RPMS,Surigao Airport,Philippines,Surigao City
SUH,OOSR,Sur Airport,Oman,Sur
SUI,UGSS,Sukhumi Dranda Airport,Georgia,Sukhumi
SUJ,LRSM,Satu Mare Airport,Romania,Satu Mare
SUK,UEBS,Sakkyryr Airport,Russia,Batagay-Alyta
SUL,OPSU,Sui Airport,Pakistan,Sui
SUM,KSMS,Sumter Airport,United States of America,Sumter
SUN,KSUN,Friedman Memorial Airport,United States of America,Hailey
SUO,,Sunriver Airport,United States of America,Sunriver
SUP,WART,Trunojoyo Airport,Indonesia,Sumenep-Madura Island
SUQ,SESC,Sucua Airport,Ecuador,Sucua
SUR,,Summer Beaver Airport,Canada,Summer Beaver
SUS,KSUS,Spirit of St Louis Airport,United States of America,St Louis
SUT,HTSU,Sumbawanga Airport,Tanzania,Sumbawanga
SUU,KSUU,Travis Air Force Base,United States of America,Fairfield
SUV,NFNA,Nausori International Airport,Fiji,Nausori
SUW,KSUW,Richard I Bong Airport,United States of America,Superior
SUX,KSUX,Sioux Gateway Col. Bud Day Field,United States of America,Sioux City
SUY,UENS,Suntar Airport,Russia,Suntar
SVA,PASA,Savoonga Airport,United States of America,Savoonga
SVB,FMNS,Sambava Airport,Madagascar,Sambava
SVC,KSVC,Grant County Airport,United States of America,Silver City
SVD,TVSA,Argyle International Airport,Saint Vincent and the Grenadines,Kingstown
SVE,KSVE,Susanville Municipal Airport,United States of America,Susanville
SVF,DBBS,Savé Airport,Benin,Savé
SVG,ENZV,Stavanger Airport Sola,Norway,Stavanger
SVH,KSVH,Statesville Regional Airport,United States of America,Statesville
SVI,SKSV,Eduardo Falla Solano Airport,Colombia,San Vicente Del Caguán
SVJ,ENSH,Svolvær Helle Airport,Norway,Svolvær
SVK,,Silver Creek Airport,Belize,Silver Creek
SVL,EFSA,Savonlinna Airport,Finland,Savonlinna
SVN,KSVN,Hunter Army Air Field,United States of America,Savannah
SVO,UUEE,Sheremetyevo International Airport,Russia,Moscow
SVP,FNKU,Kuito Airport,Angola,Kuito
SVQ,LEZL,Sevilla Airport,Spain,Sevilla
SVS,,Stevens Village Airport,United States of America,Stevens Village
SVT,FBSV,Savuti Airport,Botswana,Savuti
SVU,NFNS,Savusavu Airport,Fiji,Savusavu
SVV,,San Salvador de Paul Airport,Venezuela,San Salvador de Paul
SVW,PASV,Sparrevohn LRRS Airport,United States of America,Sparrevohn
SVX,USSS,Koltsovo Airport,Russia,Yekaterinburg
SVZ,SVSA,San Antonio Del Tachira Airport,Venezuela,San Antonio del Táchira
SWA,ZGOW,Jieyang Chaoshan International Airport,China,Shantou
SWB,,Shaw River Airport,Australia,Shaw River
SWC,YSWL,Stawell Airport,Australia,Stawell
SWD,PAWD,Seward Airport,United States of America,Seward
SWE,,Siwea Airport,Papua New Guinea,Siwea
SWF,KSWF,Stewart International Airport,United States of America,Newburgh
SWG,,Satwag Airport,Papua New Guinea,Satwag
SWH,YSWH,Swan Hill Airport,Australia,Swan Hill
SWJ,NVSX,Southwest Bay Airport,Vanuatu,Malekula Island
SWN,OPSW,Sahiwal Airport,Pakistan,Sahiwal
SWO,KSWO,Stillwater Regional Airport,United States of America,Stillwater
SWP,FYSM,Swakopmund Airport,Namibia,Swakopmund
SWQ,WADS,Sumbawa Besar Airport,Indonesia,Sumbawa Island
SWR,,Silur Airport,Papua New Guinea,Silur Mission
SWS,EGFH,Swansea Airport,United Kingdom,Swansea
SWT,UNSS,Strezhevoy Airport,Russia,Strezhevoy
SWU,RKSW,Suwon Airport,South Korea,Suwon
SWW,KSWW,Avenger Field,United States of America,Sweetwater
SWX,FBSW,Shakawe Airport,Botswana,Shakawe
SWY,WMBA,Sitiawan Airport,Malaysia,Sitiawan
SXA,AYQS,Sialum Airport,Papua New Guinea,Sialum
SXB,LFST,Strasbourg Airport,France,Strasbourg
SXE,YWSL,West Sale Airport,Australia,Sale
SXG,FLSN,Senanga Airport,Zambia,Senanga
SXH,,Sehulea Airport,Papua New Guinea,Sehulea
SXI,OIBS,Sirri Island Airport,Iran,
SXJ,ZWSS,Shanshan Airport,China,Shanshan
SXK,WAPI,Saumlaki/Olilit Airport,Indonesia,Saumlaki-Yamdena Island
SXL,EISG,Sligo Airport,Ireland,Sligo
SXM,TNCM,Princess Juliana International Airport,Sint Maarten,Saint Martin
SXN,FBSN,Sua Pan Airport,Botswana,Sowa
SXO,SWFX,São Félix do Araguaia Airport,Brazil,São Félix Do Araguaia
SXP,,Nunam Iqua Airport,United States of America,Nunam Iqua
SXQ,PASX,Soldotna Airport,United States of America,Soldotna
SXR,VISR,Sheikh ul Alam Airport,India,Srinagar
SXS,WBKH,Sahabat [Sahabat 16] Airport,Malaysia,Sahabat
SXT,WMAN,Sungai Tiang Airport,Malaysia,Taman Negara
SXU,HASD,Soddu Airport,Ethiopia,Soddu
SXV,VOSM,Salem Airport,India,Salem
SXW,AYSV,Sauren Airport,Papua New Guinea,Sauren
SXX,SNFX,São Félix do Xingu Airport,Brazil,São Félix Do Xingu
SXY,,Sidney Municipal Airport,United States of America,Sidney
SXZ,LTCL,Siirt Airport,Turkey,Siirt
SYA,PASY,Eareckson Air Station,United States of America,Shemya
SYB,,Seal Bay Seaplane Base,United States of America,Seal Bay
SYC,SPSY,Shiringayoc Airport,Peru,Shiringayoc
SYD,YSSY,Sydney Kingsford Smith International Airport,Australia,Sydney
SYE,OYSH,Sadah Airport,Yemen,Sadah
SYH,VNSB,Syangboche Airport,Nepal,Namche Bazaar
SYI,KSYI,Bomar Field Shelbyville Municipal Airport,United States of America,Shelbyville
SYJ,OIKY,Sirjan Airport,Iran,Sirjan
SYK,BIST,Stykkishólmur Airport,Iceland,Stykkishólmur
SYM,ZPSM,Pu'er Simao Airport,China,Pu'er
SYN,,Stanton Airfield,United States of America,Stanton
SYO,RJSY,Shonai Airport,Japan,Shonai
SYP,MPSA,Ruben Cantu Airport,Panama,Santiago
SYQ,MRPV,Tobias Bolanos International Airport,Costa Rica,San Jose
SYR,KSYR,Syracuse Hancock International Airport,United States of America,Syracuse
SYS,UERS,Saskylakh Airport,Russia,Saskylakh
SYT,LFLN,Saint-Yan Airport,France,Saint-Yan
SYU,YWBS,Warraber Island Airport,Australia,Sue Islet
SYV,KSYV,Sylvester Airport,United States of America,Sylvester
SYW,OPSN,Sehwan Sharif Airport,Pakistan,Sehwan Sharif
SYX,ZJSY,Sanya Phoenix International Airport,China,Sanya
SYY,EGPO,Stornoway Airport,United Kingdom,Stornoway
SYZ,OISS,Shiraz Shahid Dastghaib International Airport,Iran,Shiraz
SZA,FNSO,Soyo Airport,Angola,Soyo
SZB,WMSA,Sultan Abdul Aziz Shah International Airport,Malaysia,Subang
SZE,HASM,Semera Airport,Ethiopia,Semera
SZF,LTFH,Samsun Çarşamba Airport,Turkey,Samsun
SZG,LOWS,Salzburg Airport,Austria,Salzburg
SZI,UASE,Zaysan Airport,Kazakhstan,Zaysan
SZJ,MUSN,Siguanea Airport,Cuba,Isla de la Juventud
SZK,FASZ,Skukuza Airport,South Africa,Skukuza
SZL,KSZL,Whiteman Air Force Base,United States of America,Knob Noster
SZM,FYSS,Sesriem Airstrip,Namibia,
SZN,,Santa Cruz Island Airport,United States of America,Santa Barbara
SZP,,Santa Paula Airport,United States of America,Santa Paula
SZR,LBSZ,Stara Zagora Airport,Bulgaria,Stara Zagora
SZS,NZRC,Ryan's Creek Aerodrome,New Zealand,Oban
SZV,ZSSZ,Suzhou Guangfu Airport,China,Suzhou
SZW,EDOP,Schwerin Parchim Airport,Germany,Parchim
SZX,ZGSZ,Shenzhen Bao'an International Airport,China,Shenzhen
SZY,EPSY,Olsztyn-Mazury Airport,Poland,Olsztyn
SZZ,EPSC,"Szczecin-Goleniów ""Solidarność"" Airport",Poland,Goleniow
TAB,TTCP,Tobago-Crown Point Airport,Trinidad and Tobago,Scarborough
TAC,RPVA,Daniel Z. Romualdez Airport,Philippines,Tacloban City
TAD,KTAD,Perry Stokes Airport,United States of America,Trinidad
TAE,RKTN,Daegu Airport,South Korea,Daegu
TAF,DAOL,Tafaraoui Airport,Algeria,Sidi ech Chahmi
TAG,RPSP,Bohol-Panglao International Airport,Philippines,"Tagbilaran, Panglao"
TAH,NVVW,Tanna Airport,Vanuatu,Isangel
TAI,OYTZ,Ta'izz International Airport,Yemen,Ta'izz
TAJ,,Tadji Airport,Papua New Guinea,Aitape
TAK,RJOT,Takamatsu Airport,Japan,Takamatsu
TAL,PATA,Ralph M Calhoun Memorial Airport,United States of America,Tanana
TAM,MMTM,General Francisco Javier Mina International Airport,Mexico,Tampico
TAN,YTGA,Tangalooma Airport,Australia,Mango Hill
TAO,ZSQD,Liuting Airport,China,Qingdao
TAP,MMTP,Tapachula International Airport,Mexico,Tapachula
TAQ,YTAR,Tarcoola Airport,Australia,Tarcoola
TAR,LIBG,"Taranto-Grottaglie ""Marcello Arlotta"" Airport",Italy,Grottaglie
TAS,UTTT,Tashkent International Airport,Uzbekistan,Tashkent
TAT,LZTT,Poprad-Tatry Airport,Slovakia,Poprad
TAU,,Tauramena Airport,Colombia,Tauramena
TAV,,Tau Airport,American Samoa,Tau Village
TAW,SUTB,Tacuarembo Airport,Uruguay,Tacuarembo
TAX,WAPT,Taliabu Island Airport,Indonesia,Tikong-Taliabu Island
TAY,EETU,Tartu Airport,Estonia,Tartu
TAZ,UTAT,Daşoguz Airport,Turkmenistan,Daşoguz
TBB,VVTH,Dong Tac Airport,Vietnam,Tuy Hoa
TBC,,Tuba City Airport,United States of America,Tuba City
TBE,,Timbunke Airport,Papua New Guinea,Timbunke
TBF,NGTE,Tabiteuea North Airport,Kiribati,
TBG,AYTB,Tabubil Airport,Papua New Guinea,Tabubil
TBH,RPVU,Tugdan Airport,Philippines,Tablas Island
TBI,MYCB,New Bight Airport,Bahamas,Cat Island
TBJ,DTKA,Tabarka 7 Novembre Airport,Tunisia,Tabarka
TBK,YTBR,Timber Creek Airport,Australia,
TBL,YTAB,Tableland Homestead Airport,Australia,
TBM,,Tumbang Samba Airport,Indonesia,Tumbang Samba-Borneo Island
TBN,KTBN,Waynesville-St. Robert Regional Forney field,United States of America,Fort Leonard Wood
TBO,HTTB,Tabora Airport,Tanzania,Tabora
TBP,SPME,Capitan FAP Pedro Canga Rodriguez Airport,Peru,Tumbes
TBQ,,Tarabo Airport,Papua New Guinea,Tarabo
TBR,KTBR,Statesboro Bulloch County Airport,United States of America,Statesboro
TBS,UGTB,Tbilisi International Airport,Georgia,Tbilisi
TBT,SBTT,Tabatinga Airport,Brazil,Tabatinga
TBU,NFTF,Fua'amotu International Airport,Tonga,Nuku'alofa
TBV,,Tabal Airstrip,Marshall Islands,Tabal Island
TBW,UUOT,Donskoye Airport,Russia,Tambov
TBY,FBTS,Tshabong Airport,Botswana,Tshabong
TBZ,OITT,Tabriz International Airport,Iran,Tabriz
TCA,YTNK,Tennant Creek Airport,Australia,Tennant Creek
TCB,MYAT,Treasure Cay Airport,Bahamas,Treasure Cay
TCC,KTCC,Tucumcari Municipal Airport,United States of America,Tucumcari
TCD,,Tarapacá Airport,Colombia,Tarapacá
TCE,LRTC,Tulcea Airport,Romania,Tulcea
TCG,ZWTC,Tacheng Airport,China,Tacheng
TCH,FOOT,Tchibanga Airport,Gabon,Tchibanga
TCJ,AYVM,Torembi Airport,Papua New Guinea,Torembi
TCK,,Tinboli Airport,Papua New Guinea,Tinboli
TCL,KTCL,Tuscaloosa Regional Airport,United States of America,Tuscaloosa
TCM,KTCM,McChord Air Force Base,United States of America,Tacoma
TCN,MMHC,Tehuacan Airport,Mexico,Tehuacán
TCO,SKCO,La Florida Airport,Colombia,Tumaco
TCP,HETB,Taba International Airport,Egypt,Taba
TCQ,SPTN,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Peru,Tacna
TCR,,Tuticorin Airport,India,Thoothukudi
TCS,KTCS,Truth Or Consequences Municipal Airport,United States of America,Truth Or Consequences
TCT,,Takotna Airport,United States of America,Takotna
TCU,FATN,Thaba Nchu Tar Airport,South Africa,Homeward
